47106,34405
47106,8032
75824,8032
75824,34405
76,8032
282709,8032
282709,20043
282709,66878
307295,8032
307295,34405
2192,2650
167,4723
167,4842
167,4843
241841,20043
241841,2650
217299,2650
8452,8032
287024,8032
65862,8032
82292,8032
45446,8032
254416,8032
73363,2650
73363,63165
57813,8032
6619,14988
6619,2650
12834,19231
12834,19240
37448,2650
37448,34405
37448,8032
8808,34750
8808,34767
217708,2650
4723,167
4723,8032
4723,2988
11929,20043
11929,20133
62076,8032
37503,8032
80516,2650
41605,2650
295560,2650
51867,8032
74414,2650
217807,34405
217807,8032
197358,8032
140082,2650
158535,2650
207699,8032
207699,66878
170834,8032
170834,34405
62300,2650
62300,8032
863,8032
105192,8032
66402,19240
310138,2650
160651,8032
146320,80998
62355,2650
52118,8032
52118,34405
29591,8032
13215,2650
43937,8032
2988,2650
15307,20133
72656,2650
130020,8032
130020,34405
26254,8032
222209,2650
72712,8032
158756,8032
158756,34405
58427,108872
58427,98863
17472,80998
226372,2650
40025,14988
40025,2650
66731,2650
146650,63091
146650,63145
146650,108864
146650,186065
146650,40857
146650,62991
146650,108817
146650,80998
146650,431792
146650,186336
146650,63172
146650,62981
146650,62940
146650,63121
146650,152385
146650,152263
146650,152298
146650,99012
146650,63264
146650,152352
146650,63169
146650,98993
146650,186286
146650,63020
146650,108788
146650,63221
146650,431708
146650,431746
146650,63129
146650,431764
146650,63089
146650,431759
146650,63202
146650,186264
146650,90853
146650,108827
146650,63237
146650,63061
146650,99088
146650,63032
146650,108858
105702,2650
38143,34405
38143,8032
312589,8032
64833,2650
263501,66878
263501,20043
52560,80998
121572,8032
121572,34405
56717,8032
60820,8032
60820,2650
60820,20043
62892,62834
62892,34405
62892,62798
62892,20133
62892,62815
62892,62859
62892,62823
21938,8032
21938,34405
21938,80998
193990,8032
36298,15307
36298,2650
104094,8032
62990,98820
62990,63139
62990,63202
62990,63118
62990,98825
62990,98826
62990,98827
62990,98829
62990,98830
62990,98831
62990,90853
62990,98839
62990,98840
62990,98842
62990,98845
62990,98847
62990,98853
62990,98854
62990,98855
62990,98856
62990,98859
62990,98861
62990,90855
62990,63205
62990,98863
62990,98864
62990,98866
62990,98868
62990,98869
62990,98873
62990,90884
62990,90889
62990,98878
62990,98879
62990,98884
62990,4843
62990,98890
62990,98894
62990,98898
62990,98903
62990,63047
62990,98905
62990,63182
62990,98908
62990,98913
62990,98914
62990,98915
62990,98916
62990,98917
62990,98918
62990,98920
62990,4842
62990,98927
62990,90844
62990,98928
62990,98929
62990,98930
62990,98933
62990,98937
62990,98938
62990,98940
62990,98941
62990,90861
62990,98944
62990,98945
62990,98946
62990,98949
62990,63157
62990,98954
62990,98956
62990,98959
62990,98960
62990,98961
62990,98962
62990,98964
62990,90841
62990,63089
62990,98967
62990,98968
62990,98969
62990,98972
62990,98974
62990,98977
62990,90850
62990,98981
62990,98982
62990,98985
62990,98986
62990,98989
62990,98990
62990,98992
62990,98993
62990,98995
62990,98997
62990,98999
62990,99004
62990,99007
62990,99008
62990,99011
62990,99012
62990,99014
62990,99015
62990,99017
62990,99021
62990,62996
62990,99023
62990,99025
62990,99026
62990,99028
62990,99031
62990,66878
62990,99033
62990,99036
62990,99039
62990,99040
62990,62926
62990,99047
62990,99048
62990,99049
62990,99051
62990,62960
62990,63074
62990,99053
62990,99054
62990,99055
62990,90849
62990,99057
62990,99058
62990,99059
62990,99060
62990,99061
62990,63064
62990,99062
62990,99064
62990,99066
62990,99067
62990,99070
62990,99071
